DocumentId,QueryId
837,103
836,103
835,103
834,103
846,103
833,103
831,103
830,103
829,103
828,103
827,103
826,103
825,103
824,103
823,103
822,103
821,103
820,103
832,103
847,103
848,103
849,103
876,103
875,103
874,103
873,103
872,103
871,103
870,103
869,103
868,103
867,103
866,103
865,103
864,103
863,103
862,103
861,103
860,103
859,103
858,103
857,103
856,103
855,103
854,103
853,103
852,103
851,103
850,103
819,103
877,103
818,103
816,103
784,103
783,103
782,103
781,103
780,103
779,103
778,103
777,103
776,103
775,103
774,103
773,103
785,103
772,103
770,103
769,103
768,103
767,103
766,103
765,103
764,103
763,103
762,103
761,103
760,103
759,103
771,103
786,103
787,103
788,103
815,103
814,103
813,103
812,103
811,103
810,103
809,103
808,103
807,103
806,103
805,103
804,103
803,103
802,103
801,103
800,103
799,103
798,103
797,103
796,103
795,103
794,103
793,103
792,103
791,103
790,103
789,103
817,103
878,103
879,118
978,118
977,118
976,118
975,118
974,118
973,118
972,118
971,118
970,118
969,118
968,118
967,118
966,118
965,118
979,118
964,118
962,118
961,118
960,118
959,118
958,118
957,118
956,118
955,118
954,118
953,118
952,118
951,118
950,118
949,118
963,118
980,118
981,118
982,118
1013,118
1012,118
1011,118
1010,118
1009,118
1008,118
1007,118
1006,118
1005,118
1004,118
1003,118
1002,118
1001,118
1000,118
999,118
998,118
997,118
983,118
984,118
985,118
986,118
987,118
988,118
948,118
989,118
991,118
992,118
993,118
994,118
995,118
996,118
990,118
1014,118
947,118
945,118
909,118
908,118
907,118
906,118
905,118
904,118
903,118
902,118
901,118
900,118
899,118
898,118
897,118
896,118
910,118
895,118
893,118
892,118
891,118
890,118
889,118
888,118
887,118
886,118
885,118
884,118
883,118
882,118
881,118
880,118
894,118
911,118
912,118
913,118
944,118
943,118
942,118
941,118
940,118
939,118
938,118
937,118
936,118
935,118
934,118
933,118
932,118
931,118
930,118
929,118
928,118
914,118
915,118
916,118
917,118
918,118
919,118
946,118
920,118
922,118
923,118
924,118
925,118
926,118
927,118
921,118
1015,118
1016,133
1047,133
1048,133
1049,133
1050,133
1051,133
1052,133
1053,133
1054,133
1055,133
1056,133
1057,133
1058,133
1046,133
1059,133
1061,133
1062,133
1063,133
1064,133
1065,133
1066,133
1067,133
1068,133
1069,133
1070,133
1071,133
1072,133
1060,133
1073,133
1045,133
1043,133
1017,133
1018,133
1019,133
1020,133
1021,133
1022,133
1023,133
1024,133
1025,133
1026,133
1027,133
1028,133
1044,133
1029,133
1031,133
1032,133
1033,133
1034,133
1035,133
1036,133
1037,133
1038,133
1039,133
1040,133
1041,133
1042,133
1030,133
1074,133
1075,148
1158,148
1157,148
1156,148
1155,148
1154,148
1153,148
1152,148
1151,148
1150,148
1149,148
1148,148
1147,148
1146,148
1145,148
1144,148
1143,148
1142,148
1141,148
1140,148
1139,148
1138,148
1137,148
1136,148
1135,148
1134,148
1159,148
1133,148
1160,148
1162,148
1187,148
1186,148
1185,148
1184,148
1183,148
1182,148
1181,148
1180,148
1179,148
1178,148
1177,148
1176,148
1175,148
1174,148
1173,148
1172,148
1171,148
1170,148
1169,148
1168,148
1167,148
1166,148
1165,148
1164,148
1163,148
1161,148
1188,148
1132,148
1130,148
1100,148
1099,148
1098,148
1097,148
1096,148
1095,148
1094,148
1093,148
1092,148
1091,148
1090,148
1089,148
1088,148
1087,148
1086,148
1085,148
1084,148
1083,148
1082,148
1081,148
1080,148
1079,148
1078,148
1077,148
1076,148
1101,148
1131,148
1102,148
1104,148
1129,148
1128,148
1127,148
1126,148
1125,148
1124,148
1123,148
1122,148
1121,148
1120,148
1119,148
1118,148
1117,148
1116,148
1115,148
1114,148
1113,148
1112,148
1111,148
1110,148
1109,148
1108,148
1107,148
1106,148
1105,148
1103,148
1189,148
1190,163
1286,163
1285,163
1284,163
1283,163
1282,163
1281,163
1280,163
1279,163
1278,163
1277,163
1276,163
1275,163
1274,163
1273,163
1272,163
1271,163
1270,163
1269,163
1268,163
1267,163
1266,163
1265,163
1264,163
1263,163
1262,163
1261,163
1260,163
1259,163
1258,163
1287,163
1257,163
1288,163
1290,163
1319,163
1318,163
1317,163
1316,163
1315,163
1314,163
1313,163
1312,163
1311,163
1310,163
1309,163
1308,163
1307,163
1306,163
1305,163
1304,163
1303,163
1302,163
1301,163
1300,163
1299,163
1298,163
1297,163
1296,163
1295,163
1294,163
1293,163
1292,163
1291,163
1289,163
1256,163
1255,163
1254,163
1219,163
1218,163
1217,163
1216,163
1215,163
1214,163
1213,163
1212,163
1211,163
1210,163
1209,163
1208,163
1207,163
1206,163
1205,163
1204,163
1203,163
1202,163
1201,163
1200,163
1199,163
1198,163
1197,163
1196,163
1195,163
1194,163
1193,163
1192,163
1191,163
1220,163
1221,163
1222,163
1223,163
1253,163
1252,163
1251,163
1250,163
1249,163
1248,163
1247,163
1246,163
1245,163
1244,163
1243,163
1242,163
1241,163
1240,163
1320,163
1239,163
1237,163
1236,163
1235,163
1234,163
1233,163
1232,163
1231,163
1230,163
1229,163
1228,163
1227,163
1226,163
1225,163
1224,163
1238,163
1321,163
1322,178
1382,178
1381,178
1380,178
1379,178
1378,178
1377,178
1376,178
1375,178
1374,178
1373,178
1372,178
1371,178
1370,178
1369,178
1368,178
1367,178
1366,178
1383,178
1384,178
1385,178
1386,178
1404,178
1403,178
1402,178
1401,178
1400,178
1399,178
1398,178
1397,178
1365,178
1396,178
1394,178
1393,178
1392,178
1391,178
1390,178
1389,178
1388,178
1387,178
1395,178
1405,178
1364,178
1362,178
1339,178
1338,178
1337,178
1336,178
1335,178
1334,178
1333,178
1332,178
1331,178
1330,178
1329,178
1328,178
1327,178
1326,178
1325,178
1324,178
1323,178
1340,178
1341,178
1342,178
1343,178
1361,178
1360,178
1359,178
1358,178
1357,178
1356,178
1355,178
1354,178
1363,178
1353,178
1351,178
1350,178
1349,178
1348,178
1347,178
1346,178
1345,178
1344,178
1352,178
1406,178
1407,193
1533,193
1534,193
1535,193
1536,193
1537,193
1538,193
1539,193
1540,193
1541,193
1532,193
1542,193
1544,193
1545,193
1546,193
1547,193
1548,193
1549,193
1550,193
1551,193
1552,193
1543,193
1531,193
1530,193
1529,193
1508,193
1509,193
1510,193
1511,193
1512,193
1513,193
1514,193
1515,193
1516,193
1517,193
1518,193
1519,193
1520,193
1521,193
1522,193
1523,193
1524,193
1525,193
1526,193
1527,193
1528,193
1553,193
1554,193
1555,193
1556,193
1582,193
1583,193
1584,193
1585,193
1586,193
1587,193
1588,193
1589,193
1590,193
1591,193
1592,193
1593,193
1594,193
1595,193
1596,193
1597,193
1598,193
1599,193
1600,193
1601,193
1602,193
1581,193
1507,193
1580,193
1578,193
1557,193
1558,193
1559,193
1560,193
1561,193
1562,193
1563,193
1564,193
1565,193
1566,193
1567,193
1568,193
1569,193
1570,193
1571,193
1572,193
1573,193
1574,193
1575,193
1576,193
1577,193
1579,193
1506,193
1505,193
1504,193
1433,193
1434,193
1435,193
1436,193
1437,193
1438,193
1439,193
1440,193
1441,193
1442,193
1443,193
1444,193
1445,193
1446,193
1447,193
1448,193
1449,193
1450,193
1451,193
1452,193
1453,193
1432,193
1454,193
1431,193
1429,193
1408,193
1409,193
1410,193
1411,193
1412,193
1413,193
1414,193
1415,193
1416,193
1417,193
1418,193
1419,193
1420,193
1421,193
1422,193
1423,193
1424,193
1425,193
1426,193
1427,193
1428,193
1430,193
1603,193
1455,193
1457,193
1483,193
1484,193
1485,193
1486,193
1487,193
1488,193
1489,193
1490,193
1491,193
1492,193
1493,193
1494,193
1495,193
1496,193
1497,193
1498,193
1499,193
1500,193
1501,193
1502,193
1503,193
1482,193
1456,193
1481,193
1479,193
1458,193
1459,193
1460,193
1461,193
1462,193
1463,193
1464,193
1465,193
1466,193
1467,193
1468,193
1469,193
1470,193
1471,193
1472,193
1473,193
1474,193
1475,193
1476,193
1477,193
1478,193
1480,193
1604,193
1605,208
1696,208
1695,208
1694,208
1693,208
1692,208
1691,208
1690,208
1689,208
1688,208
1687,208
1686,208
1685,208
1684,208
1683,208
1682,208
1681,208
1680,208
1679,208
1678,208
1677,208
1676,208
1675,208
1674,208
1673,208
1672,208
1671,208
1670,208
1697,208
1698,208
1699,208
1700,208
1728,208
1727,208
1726,208
1725,208
1724,208
1723,208
1722,208
1721,208
1720,208
1719,208
1718,208
1717,208
1716,208
1669,208
1715,208
1713,208
1712,208
1711,208
1710,208
1709,208
1708,208
1707,208
1706,208
1705,208
1704,208
1703,208
1702,208
1701,208
1714,208
1668,208
1667,208
1666,208
1633,208
1632,208
1631,208
1630,208
1629,208
1628,208
1627,208
1626,208
1625,208
1624,208
1623,208
1622,208
1621,208
1634,208
1620,208
1618,208
1617,208
1616,208
1615,208
1614,208
1613,208
1612,208
1611,208
1610,208
1609,208
1608,208
1607,208
1606,208
1619,208
1729,208
1635,208
1637,208
1665,208
1664,208
1663,208
1662,208
1661,208
1660,208
1659,208
1658,208
1657,208
1656,208
1655,208
1654,208
1653,208
1636,208
1652,208
1650,208
1649,208
1648,208
1647,208
1646,208
1645,208
1644,208
1643,208
1642,208
1641,208
1640,208
1639,208
1638,208
1651,208
1730,208
1731,223
1822,223
1821,223
1820,223
1819,223
1818,223
1817,223
1816,223
1815,223
1814,223
1813,223
1812,223
1811,223
1810,223
1809,223
1808,223
1807,223
1806,223
1805,223
1804,223
1803,223
1802,223
1801,223
1800,223
1799,223
1798,223
1797,223
1796,223
1823,223
1824,223
1825,223
1826,223
1854,223
1853,223
1852,223
1851,223
1850,223
1849,223
1848,223
1847,223
1846,223
1845,223
1844,223
1843,223
1842,223
1795,223
1841,223
1839,223
1838,223
1837,223
1836,223
1835,223
1834,223
1833,223
1832,223
1831,223
1830,223
1829,223
1828,223
1827,223
1840,223
1794,223
1793,223
1792,223
1759,223
1758,223
1757,223
1756,223
1755,223
1754,223
1753,223
1752,223
1751,223
1750,223
1749,223
1748,223
1747,223
1760,223
1746,223
1744,223
1743,223
1742,223
1741,223
1740,223
1739,223
1738,223
1737,223
1736,223
1735,223
1734,223
1733,223
1732,223
1745,223
1855,223
1761,223
1763,223
1791,223
1790,223
1789,223
1788,223
1787,223
1786,223
1785,223
1784,223
1783,223
1782,223
1781,223
1780,223
1779,223
1762,223
1778,223
1776,223
1775,223
1774,223
1773,223
1772,223
1771,223
1770,223
1769,223
1768,223
1767,223
1766,223
1765,223
1764,223
1777,223
1856,223
1857,238
1958,238
1957,238
1956,238
1955,238
1954,238
1953,238
1952,238
1951,238
1950,238
1949,238
1948,238
1947,238
1946,238
1945,238
1944,238
1943,238
1942,238
1928,238
1929,238
1930,238
1931,238
1932,238
1933,238
1959,238
1934,238
1936,238
1937,238
1938,238
1939,238
1940,238
1941,238
1935,238
1927,238
1960,238
1962,238
1993,238
1992,238
1991,238
1990,238
1989,238
1988,238
1987,238
1986,238
1985,238
1984,238
1983,238
1982,238
1981,238
1980,238
1979,238
1978,238
1977,238
1963,238
1964,238
1965,238
1966,238
1967,238
1968,238
1961,238
1969,238
1971,238
1972,238
1973,238
1974,238
1975,238
1976,238
1970,238
1994,238
1926,238
1924,238
1888,238
1887,238
1886,238
1885,238
1884,238
1883,238
1882,238
1881,238
1880,238
1879,238
1878,238
1877,238
1876,238
1875,238
1874,238
1873,238
1872,238
1858,238
1859,238
1860,238
1861,238
1862,238
1863,238
1889,238
1864,238
1866,238
1867,238
1868,238
1869,238
1870,238
1871,238
1865,238
1925,238
1890,238
1892,238
1923,238
1922,238
1921,238
1920,238
1919,238
1918,238
1917,238
1916,238
1915,238
1914,238
1913,238
1912,238
1911,238
1910,238
1909,238
1908,238
1907,238
1893,238
1894,238
1895,238
1896,238
1897,238
1898,238
1891,238
1899,238
1901,238
1902,238
1903,238
1904,238
1905,238
1906,238
1900,238
1995,238
1996,253
2060,253
2059,253
2058,253
2057,253
2056,253
2055,253
2054,253
2053,253
2061,253
2052,253
2050,253
2049,253
2048,253
2047,253
2046,253
2045,253
2044,253
2043,253
2051,253
2062,253
2063,253
2064,253
2083,253
2082,253
2081,253
2080,253
2079,253
2078,253
2077,253
2076,253
2075,253
2074,253
2073,253
2072,253
2071,253
2070,253
2069,253
2068,253
2067,253
2066,253
2065,253
2042,253
2041,253
2040,253
2039,253
2015,253
2014,253
2013,253
2012,253
2011,253
2010,253
2009,253
2008,253
2007,253
2006,253
2005,253
2004,253
2003,253
2002,253
2001,253
2000,253
1999,253
1998,253
1997,253
2016,253
2084,253
2017,253
2019,253
2038,253
2037,253
2036,253
2035,253
2034,253
2033,253
2032,253
2031,253
2030,253
2029,253
2028,253
2027,253
2026,253
2025,253
2024,253
2023,253
2022,253
2021,253
2020,253
2018,253
2085,253
2086,268
2175,268
2174,268
2173,268
2172,268
2171,268
2170,268
2169,268
2168,268
2167,268
2166,268
2165,268
2164,268
2163,268
2162,268
2161,268
2160,268
2159,268
2158,268
2157,268
2156,268
2155,268
2154,268
2153,268
2152,268
2151,268
2150,268
2149,268
2176,268
2148,268
2177,268
2179,268
2206,268
2205,268
2204,268
2203,268
2202,268
2201,268
2200,268
2199,268
2198,268
2197,268
2196,268
2195,268
2194,268
2193,268
2192,268
2191,268
2190,268
2189,268
2188,268
2187,268
2186,268
2185,268
2184,268
2183,268
2182,268
2181,268
2180,268
2178,268
2207,268
2147,268
2145,268
2113,268
2112,268
2111,268
2110,268
2109,268
2108,268
2107,268
2106,268
2105,268
2104,268
2103,268
2102,268
2101,268
2100,268
2099,268
2098,268
2097,268
2096,268
2095,268
2094,268
2093,268
2092,268
2091,268
2090,268
2089,268
2088,268
2087,268
2114,268
2146,268
2115,268
2117,268
2144,268
2143,268
2142,268
2141,268
2140,268
2139,268
2138,268
2137,268
2136,268
2135,268
2134,268
2133,268
2132,268
2131,268
2130,268
2129,268
2128,268
2127,268
2126,268
2125,268
2124,268
2123,268
2122,268
2121,268
2120,268
2119,268
2118,268
2116,268
2208,268
2209,283
2327,283
2328,283
2329,283
2330,283
2331,283
2332,283
2333,283
2334,283
2335,283
2336,283
2337,283
2338,283
2339,283
2340,283
2341,283
2342,283
2343,283
2344,283
2345,283
2326,283
2346,283
2325,283
2323,283
2304,283
2305,283
2306,283
2307,283
2308,283
2309,283
2310,283
2311,283
2312,283
2313,283
2314,283
2315,283
2316,283
2317,283
2318,283
2319,283
2320,283
2321,283
2322,283
2324,283
2347,283
2348,283
2349,283
2374,283
2375,283
2376,283
2377,283
2378,283
2379,283
2380,283
2381,283
2382,283
2383,283
2384,283
2385,283
2386,283
2387,283
2388,283
2389,283
2390,283
2391,283
2392,283
2373,283
2372,283
2371,283
2370,283
2350,283
2351,283
2352,283
2353,283
2354,283
2355,283
2356,283
2357,283
2358,283
2303,283
2359,283
2361,283
2362,283
2363,283
2364,283
2365,283
2366,283
2367,283
2368,283
2369,283
2360,283
2302,283
2301,283
2300,283
2234,283
2235,283
2236,283
2237,283
2238,283
2239,283
2240,283
2241,283
2242,283
2243,283
2244,283
2245,283
2246,283
2247,283
2248,283
2249,283
2250,283
2251,283
2252,283
2233,283
2232,283
2231,283
2230,283
2210,283
2211,283
2212,283
2213,283
2214,283
2215,283
2216,283
2217,283
2218,283
2253,283
2219,283
2221,283
2222,283
2223,283
2224,283
2225,283
2226,283
2227,283
2228,283
2229,283
2220,283
2393,283
2254,283
2256,283
2281,283
2282,283
2283,283
2284,283
2285,283
2286,283
2287,283
2288,283
2289,283
2290,283
2291,283
2292,283
2293,283
2294,283
2295,283
2296,283
2297,283
2298,283
2299,283
2280,283
2279,283
2278,283
2277,283
2257,283
2258,283
2259,283
2260,283
2261,283
2262,283
2263,283
2264,283
2265,283
2255,283
2266,283
2268,283
2269,283
2270,283
2271,283
2272,283
2273,283
2274,283
2275,283
2276,283
2267,283
2394,283
2395,298
2480,298
2479,298
2478,298
2477,298
2476,298
2475,298
2474,298
2473,298
2472,298
2471,298
2470,298
2469,298
2468,298
2467,298
2466,298
2465,298
2464,298
2463,298
2462,298
2461,298
2460,298
2459,298
2458,298
2457,298
2456,298
2481,298
2482,298
2483,298
2484,298
2510,298
2509,298
2508,298
2507,298
2506,298
2505,298
2504,298
2503,298
2502,298
2501,298
2500,298
2499,298
2455,298
2498,298
2496,298
2495,298
2494,298
2493,298
2492,298
2491,298
2490,298
2489,298
2488,298
2487,298
2486,298
2485,298
2497,298
2454,298
2453,298
2452,298
2421,298
2420,298
2419,298
2418,298
2417,298
2416,298
2415,298
2414,298
2413,298
2412,298
2411,298
2410,298
2422,298
2409,298
2407,298
2406,298
2405,298
2404,298
2403,298
2402,298
2401,298
2400,298
2399,298
2398,298
2397,298
2396,298
2408,298
2511,298
2423,298
2425,298
2451,298
2450,298
2449,298
2448,298
2447,298
2446,298
2445,298
2444,298
2443,298
2442,298
2441,298
2440,298
2424,298
2439,298
2437,298
2436,298
2435,298
2434,298
2433,298
2432,298
2431,298
2430,298
2429,298
2428,298
2427,298
2426,298
2438,298
2512,298
2513,313
2540,313
2539,313
2538,313
2537,313
2536,313
2535,313
2534,313
2533,313
2532,313
2531,313
2530,313
2529,313
2528,313
2527,313
2526,313
2525,313
2524,313
2523,313
2522,313
2521,313
2520,313
2519,313
2518,313
2517,313
2516,313
2515,313
2514,313
2541,313
2542,313
2543,328
2634,328
2633,328
2632,328
2631,328
2630,328
2629,328
2628,328
2627,328
2626,328
2625,328
2624,328
2623,328
2622,328
2621,328
2620,328
2619,328
2618,328
2617,328
2616,328
2615,328
2614,328
2613,328
2612,328
2611,328
2610,328
2609,328
2608,328
2635,328
2636,328
2637,328
2638,328
2666,328
2665,328
2664,328
2663,328
2662,328
2661,328
2660,328
2659,328
2658,328
2657,328
2656,328
2655,328
2654,328
2607,328
2653,328
2651,328
2650,328
2649,328
2648,328
2647,328
2646,328
2645,328
2644,328
2643,328
2642,328
2641,328
2640,328
2639,328
2652,328
2606,328
2605,328
2604,328
2571,328
2570,328
2569,328
2568,328
2567,328
2566,328
2565,328
2564,328
2563,328
2562,328
2561,328
2560,328
2559,328
2572,328
2558,328
2556,328
2555,328
2554,328
2553,328
2552,328
2551,328
2550,328
2549,328
2548,328
2547,328
2546,328
2545,328
2544,328
2557,328
2667,328
2573,328
2575,328
2603,328
2602,328
2601,328
2600,328
2599,328
2598,328
2597,328
2596,328
2595,328
2594,328
2593,328
2592,328
2591,328
2574,328
2590,328
2588,328
2587,328
2586,328
2585,328
2584,328
2583,328
2582,328
2581,328
2580,328
2579,328
2578,328
2577,328
2576,328
2589,328
2668,328
2669,343
2692,343
2693,343
2694,343
2695,343
2696,343
2697,343
2698,343
2699,343
2700,343
2701,343
2702,343
2703,343
2704,343
2705,343
2706,343
2707,343
2708,343
2691,343
2690,343
2689,343
2688,343
2670,343
2671,343
2672,343
2673,343
2674,343
2675,343
2676,343
2677,343
2709,343
2678,343
2680,343
2681,343
2682,343
2683,343
2684,343
2685,343
2686,343
2687,343
2679,343
2710,343
2711,358
2817,358
2818,358
2819,358
2820,358
2821,358
2822,358
2823,358
2816,358
2824,358
2826,358
2827,358
2828,358
2829,358
2830,358
2831,358
2832,358
2825,358
2815,358
2814,358
2813,358
2796,358
2797,358
2798,358
2799,358
2800,358
2801,358
2802,358
2803,358
2804,358
2805,358
2806,358
2807,358
2808,358
2809,358
2810,358
2811,358
2812,358
2833,358
2834,358
2835,358
2836,358
2858,358
2859,358
2860,358
2861,358
2862,358
2863,358
2864,358
2865,358
2866,358
2867,358
2868,358
2869,358
2870,358
2871,358
2872,358
2873,358
2874,358
2857,358
2795,358
2856,358
2854,358
2837,358
2838,358
2839,358
2840,358
2841,358
2842,358
2843,358
2844,358
2845,358
2846,358
2847,358
2848,358
2849,358
2850,358
2851,358
2852,358
2853,358
2855,358
2794,358
2793,358
2792,358
2733,358
2734,358
2735,358
2736,358
2737,358
2738,358
2739,358
2740,358
2741,358
2742,358
2743,358
2744,358
2745,358
2746,358
2747,358
2748,358
2749,358
2732,358
2750,358
2731,358
2729,358
2712,358
2713,358
2714,358
2715,358
2716,358
2717,358
2718,358
2719,358
2720,358
2721,358
2722,358
2723,358
2724,358
2725,358
2726,358
2727,358
2728,358
2730,358
2875,358
2751,358
2753,358
2775,358
2776,358
2777,358
2778,358
2779,358
2780,358
2781,358
2782,358
2783,358
2784,358
2785,358
2786,358
2787,358
2788,358
2789,358
2790,358
2791,358
2774,358
2752,358
2773,358
2771,358
2754,358
2755,358
2756,358
2757,358
2758,358
2759,358
2760,358
2761,358
2762,358
2763,358
2764,358
2765,358
2766,358
2767,358
2768,358
2769,358
2770,358
2772,358
2876,358
2877,373
2932,373
2931,373
2930,373
2929,373
2928,373
2927,373
2926,373
2925,373
2924,373
2923,373
2922,373
2921,373
2920,373
2919,373
2918,373
2933,373
2934,373
2935,373
2936,373
2952,373
2951,373
2950,373
2949,373
2948,373
2947,373
2946,373
2917,373
2945,373
2943,373
2942,373
2941,373
2940,373
2939,373
2938,373
2937,373
2944,373
2916,373
2915,373
2914,373
2893,373
2892,373
2891,373
2890,373
2889,373
2888,373
2887,373
2894,373
2886,373
2884,373
2883,373
2882,373
2881,373
2880,373
2879,373
2878,373
2885,373
2953,373
2895,373
2897,373
2913,373
2912,373
2911,373
2910,373
2909,373
2908,373
2907,373
2896,373
2906,373
2904,373
2903,373
2902,373
2901,373
2900,373
2899,373
2898,373
2905,373
2954,373
2955,388
3009,388
3008,388
3007,388
3006,388
3005,388
3004,388
3003,388
3002,388
3001,388
3000,388
2999,388
2998,388
2997,388
2996,388
2995,388
3010,388
3011,388
3012,388
3013,388
3029,388
3028,388
3027,388
3026,388
3025,388
3024,388
3023,388
2994,388
3022,388
3020,388
3019,388
3018,388
3017,388
3016,388
3015,388
3014,388
3021,388
3030,388
2993,388
2991,388
2970,388
